accession,label,offset,ar
0001193125-23-139053,REGULATORY,2,-0.0036486203861152682
0001193125-23-139053,REGULATORY,3,0.7747880290183591
0001193125-23-139053,REGULATORY,4,-0.0361421730229417
0001193125-23-139053,REGULATORY,5,0.04614196006434816
0001193125-23-139053,REGULATORY,6,0.0006507561403017136
0001193125-23-139053,REGULATORY,7,-0.07730083283218281
0001193125-23-139053,REGULATORY,8,0.10194168570085271
0001193125-23-139053,REGULATORY,9,0.05541954559043707
0001193125-23-139053,REGULATORY,10,-0.07246301212597751
0000950170-23-021996,EARNINGS,-10,-0.002060225348058448
0000950170-23-021996,EARNINGS,-9,0.005722790143206168
0000950170-23-021996,EARNINGS,-8,0.01312662465631053
0000950170-23-021996,EARNINGS,-7,-0.07170370027479976
0000950170-23-021996,EARNINGS,-6,0.012588468226364797
0000950170-23-021996,EARNINGS,-5,-0.05211361268933256
0000950170-23-021996,EARNINGS,-4,-0.144124524039633
0000950170-23-021996,EARNINGS,-3,-0.13025352453063183
0000950170-23-021996,EARNINGS,-2,-0.0030401395083835695
0000950170-23-021996,EARNINGS,-1,0.7753909631949342
0000950170-23-021996,EARNINGS,0,-0.03560014391412281
0000950170-23-021996,EARNINGS,1,0.046813630938998534
0000950170-23-021996,EARNINGS,2,0.0010816174197937987
0000950170-23-021996,EARNINGS,3,-0.07683791337542997
0000950170-23-021996,EARNINGS,4,0.10254647165463376
0000950170-23-021996,EARNINGS,5,0.056000521883548676
0000950170-23-021996,EARNINGS,6,-0.0717332526843927
0000950170-23-021996,EARNINGS,7,0.01424182944703691
0000950170-23-021996,EARNINGS,8,-0.11436604865579482
0000950170-23-021996,EARNINGS,9,-0.048300157505809155
0000950170-23-021996,EARNINGS,10,-0.0657153971585169
0001193125-23-146147,PRESENTATION,-10,0.013558474080083253
0001193125-23-146147,PRESENTATION,-9,-0.07128021639610363
0001193125-23-146147,PRESENTATION,-8,0.013988518154135071
0001193125-23-146147,PRESENTATION,-7,-0.05140972187418112
0001193125-23-146147,PRESENTATION,-6,-0.14359811220142912
0001193125-23-146147,PRESENTATION,-5,-0.1293815329200082
0001193125-23-146147,PRESENTATION,-4,-0.002412943627225332
0001193125-23-146147,PRESENTATION,-3,0.7760346997176347
0001193125-23-146147,PRESENTATION,-2,-0.03477478432116747
0001193125-23-146147,PRESENTATION,-1,0.047252389935138986
0001193125-23-146147,PRESENTATION,0,0.0022384870696255856
0001193125-23-146147,PRESENTATION,1,-0.07577664339891575
0001193125-23-146147,PRESENTATION,2,0.10318468605127845
0001193125-23-146147,PRESENTATION,3,0.05670973831388004
0001193125-23-146147,PRESENTATION,4,-0.07146771776076424
0001193125-23-146147,PRESENTATION,5,0.014659150320962306
0001193125-23-146147,PRESENTATION,6,-0.11334192031557691
0001193125-23-146147,PRESENTATION,7,-0.047112314781627015
0001193125-23-146147,PRESENTATION,8,-0.06500714500426064
0001193125-23-146147,PRESENTATION,9,0.006115426193127747
0001193125-23-146147,PRESENTATION,10,-0.023473275880144064
0000950170-23-041294,EARNINGS,-10,0.05755955508619594
0000950170-23-041294,EARNINGS,-9,0.031386780222834886
0000950170-23-041294,EARNINGS,-8,-0.02344418579332626
0000950170-23-041294,EARNINGS,-7,-0.015312241982574817
0000950170-23-041294,EARNINGS,-6,-0.005967808130270361
0000950170-23-041294,EARNINGS,-5,0.004276791904005428
0000950170-23-041294,EARNINGS,-4,-0.02565705414784857
0000950170-23-041294,EARNINGS,-3,0.013645808291150297
0000950170-23-041294,EARNINGS,-2,-0.014439447039988867
0000950170-23-041294,EARNINGS,-1,-0.008712798178952957
0000950170-23-041294,EARNINGS,0,-0.005267632919426684
0000950170-23-041294,EARNINGS,1,0.007205935130383049
0000950170-23-041294,EARNINGS,2,0.021562713326672155
0000950170-23-041294,EARNINGS,3,-0.023905670450847166
0000950170-23-041294,EARNINGS,4,-0.017120629563179106
0000950170-23-041294,EARNINGS,5,-0.010409379477199124
0000950170-23-041294,EARNINGS,6,0.042844433139835464
0000950170-23-041294,EARNINGS,7,0.0017670920154607937
0000950170-23-041294,EARNINGS,8,-0.014996466920904814
0000950170-23-041294,EARNINGS,9,-0.0073416468790615036
0000950170-23-041294,EARNINGS,10,-0.0010823967660883978
0001193125-23-237996,REGULATORY,-10,0.04409250799579379
0001193125-23-237996,REGULATORY,-9,-0.008908547954334843
0001193125-23-237996,REGULATORY,-8,0.002921944338737376
0001193125-23-237996,REGULATORY,-7,0.007548231663169045
0001193125-23-237996,REGULATORY,-6,-0.016506022343544986
0001193125-23-237996,REGULATORY,-5,0.003126556029518573
0001193125-23-237996,REGULATORY,-4,-0.02499251876482524
0001193125-23-237996,REGULATORY,-3,0.0026153093316238635
0001193125-23-237996,REGULATORY,-2,0.021513673698678577
0001193125-23-237996,REGULATORY,-1,-0.11369130063760687
0001193125-23-237996,REGULATORY,0,-0.5545009188841296
0001193125-23-237996,REGULATORY,1,0.26527613251939425
0001193125-23-237996,REGULATORY,2,0.07767862330065661
0001193125-23-237996,REGULATORY,3,-0.096664067951842
0001193125-23-237996,REGULATORY,4,0.04883693176295245
0001193125-23-237996,REGULATORY,5,-0.032484879972841156
0001193125-23-237996,REGULATORY,6,-0.004096856002337252
0001193125-23-237996,REGULATORY,7,0.03439792008324995
0001193125-23-237996,REGULATORY,8,0.013266465547956723
0001193125-23-237996,REGULATORY,9,0.027110983011252664
0001193125-23-237996,REGULATORY,10,0.012548572795480224
0001193125-23-241345,PRESENTATION,-10,-0.016060462494699203
0001193125-23-241345,PRESENTATION,-9,0.0034300141155641974
0001193125-23-241345,PRESENTATION,-8,-0.0248483483387618
0001193125-23-241345,PRESENTATION,-7,0.0032010665402932596
0001193125-23-241345,PRESENTATION,-6,0.021829515335551948
0001193125-23-241345,PRESENTATION,-5,-0.11331862980572222
0001193125-23-241345,PRESENTATION,-4,-0.5539761521749551
0001193125-23-241345,PRESENTATION,-3,0.26595759313990913
0001193125-23-241345,PRESENTATION,-2,0.07805503184443396
0001193125-23-241345,PRESENTATION,-1,-0.09642553368233875
0001193125-23-241345,PRESENTATION,0,0.04947914654825962
0001193125-23-241345,PRESENTATION,1,-0.03216503701441815
0001193125-23-241345,PRESENTATION,2,-0.003892338540220925
0001193125-23-241345,PRESENTATION,3,0.03477813753279819
0001193125-23-241345,PRESENTATION,4,0.013603331226322266
0001193125-23-241345,PRESENTATION,5,0.027725319074802756
0001193125-23-241345,PRESENTATION,6,0.01272137517099112
0001193125-23-241345,PRESENTATION,7,-0.004784372545276882
0001193125-23-241345,PRESENTATION,8,0.059250583779882196
0001193125-23-241345,PRESENTATION,9,-0.04453678002596017
0001193125-23-241345,PRESENTATION,10,-0.025686266750835563
0000950170-23-061989,EARNINGS,-10,-0.010407648167999247
0000950170-23-061989,EARNINGS,-9,-0.008451533191893923
0000950170-23-061989,EARNINGS,-8,0.019736547909353884
0000950170-23-061989,EARNINGS,-7,-0.012949745270006084
0000950170-23-061989,EARNINGS,-6,0.007332706410153312
0000950170-23-061989,EARNINGS,-5,0.02414259901445237
0000950170-23-061989,EARNINGS,-4,-0.05287133707712337
0000950170-23-061989,EARNINGS,-3,-0.00018089766946031548
0000950170-23-061989,EARNINGS,-2,-0.003819918956075253
0000950170-23-061989,EARNINGS,-1,-0.03510554506013461
0000950170-23-061989,EARNINGS,0,0.07278163451553925
0000950170-23-061989,EARNINGS,1,0.07289838454577671
0000950170-23-061989,EARNINGS,2,0.03933488439420223
0000950170-23-061989,EARNINGS,3,0.06861694746247984
0000950170-23-061989,EARNINGS,4,-0.005899805002040799
0000950170-23-061989,EARNINGS,5,0.042841967722128574
0000950170-23-061989,EARNINGS,6,0.007436117945307168
0000950170-23-061989,EARNINGS,7,-0.015098992473580998
0000950170-23-061989,EARNINGS,8,0.002477836695298035
0000950170-23-061989,EARNINGS,9,0.005415182455588839
0000950170-23-061989,EARNINGS,10,-0.015516593450407188
0000950170-24-034678,EARNINGS,-10,-0.024692192500202107
0000950170-24-034678,EARNINGS,-9,-0.04613780818769828
0000950170-24-034678,EARNINGS,-8,0.010309703649529184
0000950170-24-034678,EARNINGS,-7,0.06433638241903222
0000950170-24-034678,EARNINGS,-6,0.0008624780333801208
0000950170-24-034678,EARNINGS,-5,0.02288639375258483
0000950170-24-034678,EARNINGS,-4,-0.01038279979950164
0000950170-24-034678,EARNINGS,-3,-0.07804905943708418
0000950170-24-034678,EARNINGS,-2,0.019481527503140035
0000950170-24-034678,EARNINGS,-1,0.030758057329032504
0000950170-24-034678,EARNINGS,0,-0.038097018496119864
0000950170-24-034678,EARNINGS,1,0.05703617260902815
0000950170-24-034678,EARNINGS,2,0.09603973423725136
0000950170-24-034678,EARNINGS,3,-0.012153022621684068
0000950170-24-034678,EARNINGS,4,0.0254159763432805
0000950170-24-034678,EARNINGS,5,-0.07272939751026077
0000950170-24-034678,EARNINGS,6,-0.0153961927127669
0000950170-24-034678,EARNINGS,7,0.011122455481645923
0000950170-24-034678,EARNINGS,8,0.02357580440205312
0000950170-24-034678,EARNINGS,9,0.025749537873384153
0000950170-24-034678,EARNINGS,10,0.004738691340316186
0000950170-24-056934,EARNINGS,-10,0.019154493121596103
0000950170-24-056934,EARNINGS,-9,0.02164114051482595
0000950170-24-056934,EARNINGS,-8,0.01863561366333661
0000950170-24-056934,EARNINGS,-7,0.06947581469097162
0000950170-24-056934,EARNINGS,-6,0.0010448955704722655
0000950170-24-056934,EARNINGS,-5,0.015364257624506458
0000950170-24-056934,EARNINGS,-4,-0.04442663119297897
0000950170-24-056934,EARNINGS,-3,-0.004257297787887077
0000950170-24-056934,EARNINGS,-2,-0.04887319744811671
0000950170-24-056934,EARNINGS,-1,-0.03875013212123621
0000950170-24-056934,EARNINGS,0,-0.013337587340504027
0000950170-24-056934,EARNINGS,1,0.011554114147711018
0000950170-24-056934,EARNINGS,2,0.000998092403980931
0000950170-24-056934,EARNINGS,3,-0.026417186104924967
0000950170-24-056934,EARNINGS,4,0.020897393948734737
0000950170-24-056934,EARNINGS,5,-0.01432989027733967
0000950170-24-056934,EARNINGS,6,0.011306642353963108
0000950170-24-056934,EARNINGS,7,-0.04661198925344242
0000950170-24-056934,EARNINGS,8,0.0080966144314116
0000950170-24-056934,EARNINGS,9,-0.014291841826699899
0000950170-24-056934,EARNINGS,10,0.009727337871516226
0001193125-24-172166,PRESENTATION,-10,-0.02209855531128107
0001193125-24-172166,PRESENTATION,-9,-0.03426985190035288
0001193125-24-172166,PRESENTATION,-8,-0.04000806255623551
0001193125-24-172166,PRESENTATION,-7,-0.04434219233504675
0001193125-24-172166,PRESENTATION,-6,-0.04256232518228513
0001193125-24-172166,PRESENTATION,-5,0.056142529199044985
0001193125-24-172166,PRESENTATION,-4,0.009917564258704048
0001193125-24-172166,PRESENTATION,-3,-0.07816472091276602
0001193125-24-172166,PRESENTATION,-2,0.052546207278959034
0001193125-24-172166,PRESENTATION,-1,-0.007741550072270616
0001193125-24-172166,PRESENTATION,0,0.059254994285180725
0001193125-24-172166,PRESENTATION,1,0.021286725695979128
0001193125-24-172166,PRESENTATION,2,-0.01778886588394687
0001193125-24-172166,PRESENTATION,3,0.04240918188446812
0001193125-24-172166,PRESENTATION,4,-0.007597024943129763
0001193125-24-172166,PRESENTATION,5,0.03820027849674719
0001193125-24-172166,PRESENTATION,6,0.026180139609946234
0001193125-24-172166,PRESENTATION,7,0.05842402310470561
0001193125-24-172166,PRESENTATION,8,0.06947631835436967
0001193125-24-172166,PRESENTATION,9,0.012302384673824336
0001193125-24-172166,PRESENTATION,10,0.02197628311060011
0000950170-24-091745,EARNINGS,-10,0.02691205032057855
0000950170-24-091745,EARNINGS,-9,0.07904537724809936
0000950170-24-091745,EARNINGS,-8,-0.030798714862823796
0000950170-24-091745,EARNINGS,-7,-0.004078417394906076
0000950170-24-091745,EARNINGS,-6,0.003864063241966662
0000950170-24-091745,EARNINGS,-5,-0.025804327561279535
0000950170-24-091745,EARNINGS,-4,-0.023629879305942944
0000950170-24-091745,EARNINGS,-3,-0.0408093100000793
0000950170-24-091745,EARNINGS,-2,-0.03347420999369616
0000950170-24-091745,EARNINGS,-1,0.03914826245821912
0000950170-24-091745,EARNINGS,0,-0.017542237571231956
0000950170-24-091745,EARNINGS,1,0.01096833457608486
0000950170-24-091745,EARNINGS,2,0.09432337428292048
0000950170-24-091745,EARNINGS,3,-0.004956928465754108
0000950170-24-091745,EARNINGS,4,0.18682250128433558
0000950170-24-091745,EARNINGS,5,-0.009215746948738127
0000950170-24-091745,EARNINGS,6,0.024034217772572378
0000950170-24-091745,EARNINGS,7,-0.019290327255023377
0000950170-24-091745,EARNINGS,8,0.05774405168757793
0000950170-24-091745,EARNINGS,9,0.04542853601900627
0000950170-24-091745,EARNINGS,10,-0.10494841428031285
0001193125-24-198384,PRESENTATION,-10,-0.0040574524355180604
0001193125-24-198384,PRESENTATION,-9,0.0037307306904039994
0001193125-24-198384,PRESENTATION,-8,-0.02535584814724167
0001193125-24-198384,PRESENTATION,-7,-0.0240113716342364
0001193125-24-198384,PRESENTATION,-6,-0.04131243722325295
0001193125-24-198384,PRESENTATION,-5,-0.034264001612707456
0001193125-24-198384,PRESENTATION,-4,0.039404764520562865
0001193125-24-198384,PRESENTATION,-3,-0.017719702908132514
0001193125-24-198384,PRESENTATION,-2,0.011604072677184763
0001193125-24-198384,PRESENTATION,-1,0.0944486362787138
0001193125-24-198384,PRESENTATION,0,-0.0049376629751419045
0001193125-24-198384,PRESENTATION,1,0.1872761828465453
0001193125-24-198384,PRESENTATION,2,-0.009124735070080213
0001193125-24-198384,PRESENTATION,3,0.024506861686423104
0001193125-24-198384,PRESENTATION,4,-0.019224223219323735
0001193125-24-198384,PRESENTATION,5,0.0580098862949323
0001193125-24-198384,PRESENTATION,6,0.045389086728474345
0001193125-24-198384,PRESENTATION,7,-0.10484970991091283
0001193125-24-198384,PRESENTATION,8,-0.038724913763347746
0001193125-24-198384,PRESENTATION,9,0.000501476438198957
0001193125-24-198384,PRESENTATION,10,0.018938699402275452
0000950170-24-125921,EARNINGS,-10,-0.059585917260041435
0000950170-24-125921,EARNINGS,-9,0.05523483795711241
0000950170-24-125921,EARNINGS,-8,0.02595445693698964
0000950170-24-125921,EARNINGS,-7,-0.005449271086783907
0000950170-24-125921,EARNINGS,-6,-0.014211153989140083
0000950170-24-125921,EARNINGS,-5,-0.014456485206565478
0000950170-24-125921,EARNINGS,-4,0.010912220888157038
0000950170-24-125921,EARNINGS,-3,0.04487126753918069
0000950170-24-125921,EARNINGS,-2,0.02040103076355542
0000950170-24-125921,EARNINGS,-1,-0.05045564907818674
0000950170-24-125921,EARNINGS,0,-0.1576504876043543
0000950170-24-125921,EARNINGS,1,0.006792816028881686
0000950170-24-125921,EARNINGS,2,0.0067934862164490475
0000950170-24-125921,EARNINGS,3,-0.02696902486723329
0000950170-24-125921,EARNINGS,4,-0.009187443647091797
0000950170-24-125921,EARNINGS,5,-0.022524262653655515
0000950170-24-125921,EARNINGS,6,-0.02493505298025262
0000950170-24-125921,EARNINGS,7,0.037228156076770706
0000950170-24-125921,EARNINGS,8,-0.03024741835840173
0000950170-24-125921,EARNINGS,9,0.03596381775670651
0000950170-24-125921,EARNINGS,10,0.010882572575488709
0001193125-25-047351,REGULATORY,-10,-0.013106884787203683
0001193125-25-047351,REGULATORY,-9,-0.020276544652068487
0001193125-25-047351,REGULATORY,-8,-0.030637204492957447
0001193125-25-047351,REGULATORY,-7,-0.01842695269097751
0001193125-25-047351,REGULATORY,-6,-0.03335359462092214
0001193125-25-047351,REGULATORY,-5,0.02083673480360081
0001193125-25-047351,REGULATORY,-4,0.0016215870450083276
0001193125-25-047351,REGULATORY,-3,-0.0024087697282450873
0001193125-25-047351,REGULATORY,-2,0.04970437784334823
0001193125-25-047351,REGULATORY,-1,0.01605596813685212
0001193125-25-047351,REGULATORY,0,0.01922063686854116
0001193125-25-047351,REGULATORY,1,-0.004555463652190266
0001193125-25-047351,REGULATORY,2,0.03869613311709768
0001193125-25-047351,REGULATORY,3,0.07638613709932666
0001193125-25-047351,REGULATORY,4,0.05800213161558243
0001193125-25-047351,REGULATORY,5,-0.009610006320007771
0001193125-25-047351,REGULATORY,6,-0.04045854658520234
0001193125-25-047351,REGULATORY,7,-0.049651813758988264
0001193125-25-047351,REGULATORY,8,0.023538910043324625
0001193125-25-047351,REGULATORY,9,-0.008013639272240723
0001193125-25-047351,REGULATORY,10,0.2315594326515487
0000950170-25-042317,EARNINGS,-10,0.020601098642263983
0000950170-25-042317,EARNINGS,-9,-0.004972609033266143
0000950170-25-042317,EARNINGS,-8,0.04076039450880755
0000950170-25-042317,EARNINGS,-7,0.07704016716468143
0000950170-25-042317,EARNINGS,-6,0.05760794426687178
0000950170-25-042317,EARNINGS,-5,-0.008569788528793528
0000950170-25-042317,EARNINGS,-4,-0.04203409614177705
0000950170-25-042317,EARNINGS,-3,-0.050231092204167535
0000950170-25-042317,EARNINGS,-2,0.02438500738529197
0000950170-25-042317,EARNINGS,-1,-0.00883761388494585
0000950170-25-042317,EARNINGS,0,0.23179621663046912
0000950170-25-042317,EARNINGS,1,-0.13810792791263737
0000950170-25-042317,EARNINGS,2,0.012068564897151138
0000950170-25-042317,EARNINGS,3,0.014912752380144056
0000950170-25-042317,EARNINGS,4,-0.023444835537082855
0000950170-25-042317,EARNINGS,5,0.005462167433199314
0000950170-25-042317,EARNINGS,6,0.020810823422073486
0000950170-25-042317,EARNINGS,7,-0.005153952915715836
0000950170-25-042317,EARNINGS,8,-0.009925514208691737
0000950170-25-042317,EARNINGS,9,0.029774428239121332
0000950170-25-042317,EARNINGS,10,0.10674635853986822
0000950170-25-070899,EARNINGS,-10,0.0011442057904107656
0000950170-25-070899,EARNINGS,-9,0.000663920939336253
0000950170-25-070899,EARNINGS,-8,-0.003911855369316635
0000950170-25-070899,EARNINGS,-7,-0.006666709830151985
0000950170-25-070899,EARNINGS,-6,-0.0055520551508916206
0000950170-25-070899,EARNINGS,-5,-0.046222323108569933
0000950170-25-070899,EARNINGS,-4,-0.01274971396813603
0000950170-25-070899,EARNINGS,-3,-0.003534731051715292
0000950170-25-070899,EARNINGS,-2,-0.06479758192301416
0000950170-25-070899,EARNINGS,-1,-0.007664658231583915
0000950170-25-070899,EARNINGS,0,-0.09746217242491945
0000950170-25-070899,EARNINGS,1,-0.001632262856596317
0000950170-25-070899,EARNINGS,2,0.10345502878463639
0000950170-25-070899,EARNINGS,3,0.04498873582594704
0000950170-25-070899,EARNINGS,4,0.008354137194534969
0000950170-25-070899,EARNINGS,5,0.016916498716608323
0000950170-25-070899,EARNINGS,6,0.01865244916564232
0000950170-25-070899,EARNINGS,7,0.04055585021695102
0000950170-25-070899,EARNINGS,8,-0.05845286869117908
0000950170-25-070899,EARNINGS,9,0.02297626615016391
0000950170-25-070899,EARNINGS,10,0.035083084861567644
0001193125-25-190202,OTHER,-10,-0.08681477454572104
0001193125-25-190202,OTHER,-9,0.004828856677195553
0001193125-25-190202,OTHER,-8,-0.0356154375965957
0001193125-25-190202,OTHER,-7,-0.013684458208450758
0001193125-25-190202,OTHER,-6,0.05970112572777871
0001193125-25-190202,OTHER,-5,0.020659496404447707
0001193125-25-190202,OTHER,-4,-0.10716950187990623
0001193125-25-190202,OTHER,-3,0.003252681386910044
0001193125-25-190202,OTHER,-2,0.023011185194097096
0001193125-25-190202,OTHER,-1,-0.035818625791095834
0001193125-25-190202,OTHER,0,-0.04769757360378242
0001193125-25-190202,OTHER,1,-0.09252283792185388
0001193125-25-190202,OTHER,2,-0.03784431922886323
0001193125-25-190202,OTHER,3,-0.027793764151546874
0001193125-25-190202,OTHER,4,-0.026283966665041868
0001193125-25-190202,OTHER,5,-0.05682259635369887
0001193125-25-190202,OTHER,6,0.058982697429127554
0001193125-25-190202,OTHER,7,-0.03896471881771435
0001193125-25-190202,OTHER,8,0.013477063276423593
0001193125-25-190202,OTHER,9,-0.04211202258144566
0001193125-25-190202,OTHER,10,-0.012922753852360065
0001564590-19-014278,EARNINGS,-10,-0.015554667591921503
0001564590-19-014278,EARNINGS,-9,-0.10386301163648806
0001564590-19-014278,EARNINGS,-8,-0.031351159064407476
0001564590-19-014278,EARNINGS,-7,0.03071928261004777
0001564590-19-014278,EARNINGS,-6,0.00044541289170645093
0001564590-19-014278,EARNINGS,-5,0.016466748190328215
0001564590-19-014278,EARNINGS,-4,-0.003810487851562478
0001564590-19-014278,EARNINGS,-3,0.03394288672801113
0001564590-19-014278,EARNINGS,-2,-0.016495864054539164
0001564590-19-014278,EARNINGS,-1,-0.04211377341774662
0001564590-19-014278,EARNINGS,0,-0.021560465099177202
0001564590-19-014278,EARNINGS,1,0.04695835005229096
0001564590-19-014278,EARNINGS,2,0.0398011781973137
0001564590-19-014278,EARNINGS,3,-0.0003028264109805976
0001564590-19-014278,EARNINGS,4,-0.004051500048381035
0001564590-19-014278,EARNINGS,5,-0.010084630351891131
0001564590-19-014278,EARNINGS,6,-0.01193236026490132
0001564590-19-014278,EARNINGS,7,-0.01916714181758057
0001564590-19-014278,EARNINGS,8,0.010678180500801722
0001564590-19-014278,EARNINGS,9,0.028426292125650197
0001564590-19-014278,EARNINGS,10,0.010360973114074953
0000950123-19-005922,CLINICAL,-10,0.0105326847845299
0000950123-19-005922,CLINICAL,-9,0.018836003870441605
0000950123-19-005922,CLINICAL,-8,0.0063422255097241
0000950123-19-005922,CLINICAL,-7,0.044725574268164495
0000950123-19-005922,CLINICAL,-6,0.01629575781013608
0000950123-19-005922,CLINICAL,-5,-0.0009798013650286997
0000950123-19-005922,CLINICAL,-4,-0.019661348880045636
0000950123-19-005922,CLINICAL,-3,-0.028528057717152635
0000950123-19-005922,CLINICAL,-2,-0.02951755035079857
0000950123-19-005922,CLINICAL,-1,-0.012253805962627751
0000950123-19-005922,CLINICAL,0,-0.08394789704091216
0000950123-19-005922,CLINICAL,1,0.01154201209181712
0000950123-19-005922,CLINICAL,2,0.026711218032423788
0000950123-19-005922,CLINICAL,3,-0.03032312133483886
0000950123-19-005922,CLINICAL,4,-0.08353540447951983
0000950123-19-005922,CLINICAL,5,-0.002526095138081964
0000950123-19-005922,CLINICAL,6,-0.01903419894598469
0000950123-19-005922,CLINICAL,7,0.02360815917953667
0000950123-19-005922,CLINICAL,8,-0.018628297606633756
0000950123-19-005922,CLINICAL,9,-0.03621560269432119
0000950123-19-005922,CLINICAL,10,-0.02443242778480351
0001438133-19-000007,EARNINGS,-10,0.019290954582740022
0001438133-19-000007,EARNINGS,-9,-0.004495291979092026
0001438133-19-000007,EARNINGS,-8,-0.044349730151414135
0001438133-19-000007,EARNINGS,-7,-0.008178572277118764
0001438133-19-000007,EARNINGS,-6,-0.03827073986575371
0001438133-19-000007,EARNINGS,-5,0.01404437432162892
0001438133-19-000007,EARNINGS,-4,-0.010326634703346133
0001438133-19-000007,EARNINGS,-3,0.03517640186083212
0001438133-19-000007,EARNINGS,-2,0.006854996773657883
0001438133-19-000007,EARNINGS,-1,-0.034166958383594175
0001438133-19-000007,EARNINGS,0,0.09706362687381682
0001438133-19-000007,EARNINGS,1,0.007588887459958976
0001438133-19-000007,EARNINGS,2,-0.01966057892474083
0001438133-19-000007,EARNINGS,3,-0.052004108264348474
0001438133-19-000007,EARNINGS,4,0.01657558802214997
0001438133-19-000007,EARNINGS,5,0.01771219253309723
0001438133-19-000007,EARNINGS,6,-0.006369844646064549
0001438133-19-000007,EARNINGS,7,-0.015251340290936437
0001438133-19-000007,EARNINGS,8,0.006796055679135132
0001438133-19-000007,EARNINGS,9,-0.054537161301516424
0001438133-19-000007,EARNINGS,10,-0.009225068950390332
0001438133-19-000016,EARNINGS,-10,-0.006782009043590661
0001438133-19-000016,EARNINGS,-9,-0.029884441648696563
0001438133-19-000016,EARNINGS,-8,0.023272127404261912
0001438133-19-000016,EARNINGS,-7,-0.0037931959029238495
0001438133-19-000016,EARNINGS,-6,0.01781593239560433
0001438133-19-000016,EARNINGS,-5,-0.007650476330191086
0001438133-19-000016,EARNINGS,-4,-0.04211255983385319
0001438133-19-000016,EARNINGS,-3,-0.020048362038752206
0001438133-19-000016,EARNINGS,-2,-0.00978418292991685
0001438133-19-000016,EARNINGS,-1,-0.007062855866187394
0001438133-19-000016,EARNINGS,0,-0.06834123063613262
0001438133-19-000016,EARNINGS,1,-0.021561713789856662
0001438133-19-000016,EARNINGS,2,0.025313286390258486
0001438133-19-000016,EARNINGS,3,-0.03879106852387422
0001438133-19-000016,EARNINGS,4,0.02582575005421192
0001438133-19-000016,EARNINGS,5,0.03920171193458846
0001438133-19-000016,EARNINGS,6,0.01679664226123358
0001438133-19-000016,EARNINGS,7,-0.006474149466274883
0001438133-19-000016,EARNINGS,8,0.009277934885195079
0001438133-19-000016,EARNINGS,9,-0.021692119099416145
0001438133-19-000016,EARNINGS,10,0.05577718592774684
0001438133-19-000030,REGULATORY,-10,-0.00825047769352303
0001438133-19-000030,REGULATORY,-9,0.025651759810458676
0001438133-19-000030,REGULATORY,-8,-0.08187367197365916
0001438133-19-000030,REGULATORY,-7,-0.03447447022209479
0001438133-19-000030,REGULATORY,-6,-0.03036953630590818
0001438133-19-000030,REGULATORY,-5,-0.03658386771553753
0001438133-19-000030,REGULATORY,-4,0.029982612011912435
0001438133-19-000030,REGULATORY,-3,-0.010231646174606281
0001438133-19-000030,REGULATORY,-2,-0.06150030762100287
0001438133-19-000030,REGULATORY,-1,0.05027823977752675
0001438133-19-000030,REGULATORY,0,-0.016079384546177012
0001438133-19-000030,REGULATORY,1,0.02894020005061811
0001438133-19-000030,REGULATORY,2,0.01393138484967426
0001438133-19-000030,REGULATORY,3,-0.05903440213193702
0001438133-19-000030,REGULATORY,4,-0.002433594351437505
0001438133-19-000030,REGULATORY,5,-0.008535896928181609
0001438133-19-000030,REGULATORY,6,0.010038796017977013
0001438133-19-000030,REGULATORY,7,-0.03093933208650225
0001438133-19-000030,REGULATORY,8,-0.0022684173278342875
0001438133-19-000030,REGULATORY,9,-0.014011608141113952
0001438133-19-000030,REGULATORY,10,0.006725905358850624
0001438133-20-000039,EARNINGS,-10,-0.012456125961070989
0001438133-20-000039,EARNINGS,-9,0.016061536691410857
0001438133-20-000039,EARNINGS,-8,-0.007745857235904534
0001438133-20-000039,EARNINGS,-7,-0.005118068541107169
0001438133-20-000039,EARNINGS,-6,0.060061891107092244
0001438133-20-000039,EARNINGS,-5,-0.028573066266458044
0001438133-20-000039,EARNINGS,-4,-0.0011504922241166067
0001438133-20-000039,EARNINGS,-3,-0.06278407147100025
0001438133-20-000039,EARNINGS,-2,0.03591277590761886
0001438133-20-000039,EARNINGS,-1,0.07963526614570607
0001438133-20-000039,EARNINGS,0,0.03281719189207451
0001438133-20-000039,EARNINGS,1,0.021247865449420877
0001438133-20-000039,EARNINGS,2,0.02320442593741942
0001438133-20-000039,EARNINGS,3,0.03371724335090116
0001438133-20-000039,EARNINGS,4,0.0174545200970522
0001438133-20-000039,EARNINGS,5,-0.03707025833129553
0001438133-20-000039,EARNINGS,6,0.036614926602710304
0001438133-20-000039,EARNINGS,7,-0.027737863471692995
0001438133-20-000039,EARNINGS,8,-0.01470456273228236
0001438133-20-000039,EARNINGS,9,0.00021118608455091524
0001438133-20-000039,EARNINGS,10,0.036267353940233796
0001438133-20-000069,OTHER,-10,1.908976972505097e-05
0001438133-20-000069,OTHER,-9,0.035840968161386454
0001438133-20-000069,OTHER,-8,-0.07434516680847461
0001438133-20-000069,OTHER,-7,-0.029637048807965263
0001438133-20-000069,OTHER,-6,0.034349298052202645
0001438133-20-000069,OTHER,-5,0.035400653465150665
0001438133-20-000069,OTHER,-4,-0.0009408326006892188
0001438133-20-000069,OTHER,-3,-0.04852780109947413
0001438133-20-000069,OTHER,-2,-0.041528740342301515
