accession,label,offset,ar
0001493152-25-004887,OTHER,-9,-0.010982130223083043
0001493152-25-004887,OTHER,-8,-0.02004997642185701
0001493152-25-004887,OTHER,-7,-0.08955049549463681
0001493152-25-004887,OTHER,-6,-0.016080447053156526
0001493152-25-004887,OTHER,-5,-0.01263462895015222
0001493152-25-004887,OTHER,-4,-0.03487599678709823
0001493152-25-004887,OTHER,-3,0.2192136605837332
0001493152-25-004887,OTHER,-2,0.3955870739409912
0001493152-25-004887,OTHER,-1,0.24830066325768393
0001493152-25-004887,OTHER,0,0.025253792508369823
0001493152-25-004887,OTHER,1,0.08401302385405118
0001493152-25-004887,OTHER,2,-0.1077944791975383
0001493152-25-004887,OTHER,3,0.006424015859490104
0001493152-25-004887,OTHER,4,-0.07609952349654295
0001493152-25-004887,OTHER,5,0.23485737709383145
0001493152-25-004887,OTHER,6,-0.11434336781206629
0001493152-25-004887,OTHER,7,0.00822290402762401
0001493152-25-004887,OTHER,8,-0.05492138352980321
0001493152-25-004887,OTHER,9,-0.06463590950924944
0001493152-25-004887,OTHER,10,0.048013137615541414
0001493152-25-009731,OTHER,-10,-0.1117607926891186
0001493152-25-009731,OTHER,-9,0.03615164535241706
0001493152-25-009731,OTHER,-8,-0.023310129224527052
0001493152-25-009731,OTHER,-7,0.036037412725828624
0001493152-25-009731,OTHER,-6,-0.12763045554101912
0001493152-25-009731,OTHER,-5,0.12391700974549119
0001493152-25-009731,OTHER,-4,0.055929309181677614
0001493152-25-009731,OTHER,-3,0.0077120920973861445
0001493152-25-009731,OTHER,-2,-0.003556161945460913
0001493152-25-009731,OTHER,-1,-0.025952821890034075
0001493152-25-009731,OTHER,0,-0.005734702049579852
0001493152-25-009731,OTHER,1,0.02682231305810457
0001493152-25-009731,OTHER,2,0.0022902991832492343
0001493152-25-009731,OTHER,3,0.06425574088972691
0001493152-25-009731,OTHER,4,0.014323333988134325
0001493152-25-009731,OTHER,5,-0.01241592151648772
0001493152-25-009731,OTHER,6,-0.05467232274262918
0001493152-25-009731,OTHER,7,-0.010068342537458533
0001493152-25-009731,OTHER,8,-0.05976787181867371
0001493152-25-009731,OTHER,9,-0.04290842220684729
0001493152-25-009731,OTHER,10,-0.041045191503622264
0001641172-25-001969,OTHER,-10,-0.01902803127505405
0001641172-25-001969,OTHER,-9,-0.056652570178603215
0001641172-25-001969,OTHER,-8,-0.014990551689615064
0001641172-25-001969,OTHER,-7,-0.06400242102938997
0001641172-25-001969,OTHER,-6,-0.04339063100316457
0001641172-25-001969,OTHER,-5,-0.04483701511680884
0001641172-25-001969,OTHER,-4,-0.020048531112277872
0001641172-25-001969,OTHER,-3,0.03909174926655377
0001641172-25-001969,OTHER,-2,-0.037793103340186526
0001641172-25-001969,OTHER,-1,-0.13856985006082903
0001641172-25-001969,OTHER,0,-0.01998416391933565
0001641172-25-001969,OTHER,1,0.03426867134251249
0001641172-25-001969,OTHER,2,-0.02659760466808489
0001641172-25-001969,OTHER,3,0.020041585171313867
0001641172-25-001969,OTHER,4,0.0021420488420610447
0001641172-25-001969,OTHER,5,-0.1202237155861378
0001641172-25-001969,OTHER,6,-0.13752143958695048
0001641172-25-001969,OTHER,7,0.012234025021888147
0001641172-25-001969,OTHER,8,0.054048730970453554
0001641172-25-001969,OTHER,9,-0.027014978281373975
0001641172-25-001969,OTHER,10,0.12103196223287027
0001641172-25-003501,OTHER,-10,0.0421212335488866
0001641172-25-003501,OTHER,-9,-0.03343889733728191
0001641172-25-003501,OTHER,-8,-0.1362502549584488
0001641172-25-003501,OTHER,-7,-0.017369928364227814
0001641172-25-003501,OTHER,-6,0.03661740141873608
0001641172-25-003501,OTHER,-5,-0.020035206323414295
0001641172-25-003501,OTHER,-4,0.027305810522642804
0001641172-25-003501,OTHER,-3,0.005105261563158062
0001641172-25-003501,OTHER,-2,-0.11620865243391351
0001641172-25-003501,OTHER,-1,-0.14265080546114717
0001641172-25-003501,OTHER,0,0.018382563328430343
0001641172-25-003501,OTHER,1,0.055524993739631365
0001641172-25-003501,OTHER,2,-0.024921837478718612
0001641172-25-003501,OTHER,3,0.12407244656010247
0001641172-25-003501,OTHER,4,-0.006945169699062878
0001641172-25-003501,OTHER,5,-0.0037747527315298464
0001641172-25-003501,OTHER,6,-0.013136440320494117
0001641172-25-003501,OTHER,7,0.031333207643659496
0001641172-25-003501,OTHER,8,0.0038980697116974654
0001641172-25-003501,OTHER,9,0.007933494232739743
0001641172-25-003501,OTHER,10,-0.03591990745434202
0001641172-25-005777,OTHER,-10,-0.11903930155000761
0001641172-25-005777,OTHER,-9,-0.15281569889568786
0001641172-25-005777,OTHER,-8,0.01726305746511815
0001641172-25-005777,OTHER,-7,0.05065811226488158
0001641172-25-005777,OTHER,-6,-0.029293954961191224
0001641172-25-005777,OTHER,-5,0.12046014129145641
0001641172-25-005777,OTHER,-4,-0.009376822792499462
0001641172-25-005777,OTHER,-3,-0.007643984424579472
0001641172-25-005777,OTHER,-2,-0.015472401525113505
0001641172-25-005777,OTHER,-1,0.02596950216376459
0001641172-25-005777,OTHER,0,-0.0008261735530692982
0001641172-25-005777,OTHER,1,0.002871758112080333
0001641172-25-005777,OTHER,2,-0.04014153850032662
0001641172-25-005777,OTHER,3,-0.0038576989296394476
0001641172-25-005777,OTHER,4,0.01430175357067624
0001641172-25-005777,OTHER,5,-0.024077311561366718
0001641172-25-005777,OTHER,6,-0.01176662308667794
0001641172-25-005777,OTHER,7,0.007744808072008419
0001641172-25-005777,OTHER,8,-0.028830183511548278
0001641172-25-005777,OTHER,9,-0.082530839657767
0001641172-25-005777,OTHER,10,-0.01667379252944125
0001641172-25-018553,OTHER,-10,-0.11403354307746719
0001641172-25-018553,OTHER,-9,-0.011749724614684836
0001641172-25-018553,OTHER,-8,-0.02579485671180687
0001641172-25-018553,OTHER,-7,0.02305042865493512
0001641172-25-018553,OTHER,-6,0.0024163202047875016
0001641172-25-018553,OTHER,-5,0.013954675896648143
0001641172-25-018553,OTHER,-4,0.04381083608474739
0001641172-25-018553,OTHER,-3,-0.013383707293137764
0001641172-25-018553,OTHER,-2,0.39851967218784357
0001641172-25-018553,OTHER,-1,1.084352127503429
0001641172-25-018553,OTHER,0,0.42434195579571704
0001641172-25-018553,OTHER,1,-0.232214189684028
0001641172-25-018553,OTHER,2,-0.23843103563245605
0001641172-25-018553,OTHER,3,-0.004913977412781543
0001641172-25-018553,OTHER,4,0.10289262264656729
0001641172-25-018553,OTHER,5,-0.03066467060770984
0001641172-25-018553,OTHER,6,-0.03280536728648629
0001641172-25-018553,OTHER,7,0.2000780670163545
0001641172-25-018553,OTHER,8,-0.021989078341563613
0001641172-25-018553,OTHER,9,0.05355596913858201
0001641172-25-018553,OTHER,10,0.046282242015201966
0001641172-25-021039,OTHER,-10,-0.23662159610516142
0001641172-25-021039,OTHER,-9,-0.0032343384329564275
0001641172-25-021039,OTHER,-8,0.10473219701134187
0001641172-25-021039,OTHER,-7,-0.028766796542518878
0001641172-25-021039,OTHER,-6,-0.031051376965647193
0001641172-25-021039,OTHER,-5,0.20188725370768462
0001641172-25-021039,OTHER,-4,-0.020216701070922015
0001641172-25-021039,OTHER,-3,0.055503982374106545
0001641172-25-021039,OTHER,-2,0.048058565581583654
0001641172-25-021039,OTHER,-1,-0.05561030390649716
0001641172-25-021039,OTHER,0,-0.2424823764471979
0001641172-25-021039,OTHER,1,0.15600982704954383
0001641172-25-021039,OTHER,2,-0.0690802115493226
0001641172-25-021039,OTHER,3,0.027040876894611297
0001641172-25-021039,OTHER,4,0.013135966660976623
0001641172-25-021039,OTHER,5,-0.009117178313018922
0001641172-25-021039,OTHER,6,0.028629630011699686
0001641172-25-021039,OTHER,7,-0.15286019186046523
0001641172-25-021039,OTHER,8,-0.0631735699153764
0001641172-25-021039,OTHER,9,-0.13564533294078004
0001641172-25-021039,OTHER,10,0.012125180241931937
0001641172-25-025273,OTHER,-10,0.006060996116990725
0001641172-25-025273,OTHER,-9,0.03189674730509014
0001641172-25-025273,OTHER,-8,0.10021691238818352
0001641172-25-025273,OTHER,-7,-0.1427749427204204
0001641172-25-025273,OTHER,-6,0.05217261894284256
0001641172-25-025273,OTHER,-5,-0.2288208112918977
0001641172-25-025273,OTHER,-4,-0.2633637589892457
0001641172-25-025273,OTHER,-3,-0.4256366184736076
0001641172-25-025273,OTHER,-2,-0.008689527276989451
0001641172-25-025273,OTHER,-1,-0.0008118665562327106
0001641172-25-025273,OTHER,0,-0.09996203467655178
0001641172-25-025273,OTHER,1,0.081134518034473
0001641172-25-025273,OTHER,2,-0.023568623359937563
0001641172-25-025273,OTHER,3,0.016252086512651205
0001641172-25-025273,OTHER,4,-0.029400214683947684
0001641172-25-025273,OTHER,5,0.007724745007815996
0001641172-25-025273,OTHER,6,-0.052769494829254096
0001641172-25-025273,OTHER,7,-0.020812358660254916
0001641172-25-025273,OTHER,8,0.02047548070641483
0001641172-25-025273,OTHER,9,0.025077579994523418
0001641172-25-025273,OTHER,10,-0.005968328549418818
0001641172-25-026066,NO_TEXT,-10,-0.2289018432735999
0001641172-25-026066,NO_TEXT,-9,-0.2631308401191282
0001641172-25-026066,NO_TEXT,-8,-0.42557058759700633
0001641172-25-026066,NO_TEXT,-7,-0.00854181184390037
0001641172-25-026066,NO_TEXT,-6,-0.0018318339858576504
0001641172-25-026066,NO_TEXT,-5,-0.09979086636197863
0001641172-25-026066,NO_TEXT,-4,0.08078795134372237
0001641172-25-026066,NO_TEXT,-3,-0.023800148137771072
0001641172-25-026066,NO_TEXT,-2,0.01594443243971947
0001641172-25-026066,NO_TEXT,-1,-0.029134823117101437
0001641172-25-026066,NO_TEXT,0,0.008077337531348195
0001641172-25-026066,NO_TEXT,1,-0.05319037605723333
0001641172-25-026066,NO_TEXT,2,-0.021410361959879002
0001641172-25-026066,NO_TEXT,3,0.02055594433618689
0001641172-25-026066,NO_TEXT,4,0.024835316580969793
0001641172-25-026066,NO_TEXT,5,-0.006201857284099445
0001641172-25-026066,NO_TEXT,6,-0.03129439749488823
0001641172-25-026066,NO_TEXT,7,-0.0025894092103431916
0001641172-25-026066,NO_TEXT,8,-0.008450080568673222
0001641172-25-026066,NO_TEXT,9,-0.022971178046815074
0001641172-25-026066,NO_TEXT,10,-0.0007840509124502739
0001493152-25-019353,OTHER,-10,0.03058092784891659
0001493152-25-019353,OTHER,-9,0.027894418067401013
0001493152-25-019353,OTHER,-8,-0.010967308323999003
0001493152-25-019353,OTHER,-7,-0.018538903845791793
0001493152-25-019353,OTHER,-6,-0.025433467901395654
0001493152-25-019353,OTHER,-5,-0.0010962574354176028
0001493152-25-019353,OTHER,-4,-0.048421857857250894
0001493152-25-019353,OTHER,-3,-0.04342186584379918
0001493152-25-019353,OTHER,-2,0.04838199823032189
0001493152-25-019353,OTHER,-1,0.0026831825399353353
0001493152-25-019353,OTHER,0,-0.009317746888631361
0001493152-25-019353,OTHER,1,-0.021708588463505117
0001493152-25-019353,OTHER,2,-0.018887677678856435
0001493152-25-019353,OTHER,3,0.07814911744285775
0001493152-25-019353,OTHER,4,-0.028589171276435985
0001493152-25-019353,OTHER,5,-0.007699957562195441
0001493152-25-019353,OTHER,6,-0.0006018379253544988
0001493152-25-019353,OTHER,7,-0.0035453798460690668
0001493152-25-019353,OTHER,8,0.12401744723970032
0001493152-25-019353,OTHER,9,-0.13844730975397307
0001493152-25-019353,OTHER,10,-0.04938699091359182
0001493152-25-021418,CLINICAL,-10,-0.0066630081058015045
0001493152-25-021418,CLINICAL,-9,-0.018737630688927216
0001493152-25-021418,CLINICAL,-8,-0.01584145900196969
0001493152-25-021418,CLINICAL,-7,0.08159238194193885
0001493152-25-021418,CLINICAL,-6,-0.02563980541936567
0001493152-25-021418,CLINICAL,-5,-0.004702040700047073
0001493152-25-021418,CLINICAL,-4,0.0028710236353909624
0001493152-25-021418,CLINICAL,-3,-0.0006024221447002414
0001493152-25-021418,CLINICAL,-2,0.12745141588416778
0001493152-25-021418,CLINICAL,-1,-0.13541853159906167
0001493152-25-021418,CLINICAL,0,-0.04686392681580406
0001493152-25-021418,CLINICAL,1,0.044335145757198054
0001493152-25-021418,CLINICAL,2,0.0451600961956896
0001493152-25-021418,CLINICAL,3,0.03624350999575336
0001493152-25-021418,CLINICAL,4,-0.008292045780247186
0001493152-25-021418,CLINICAL,5,0.018655920134418708
0001493152-25-021418,CLINICAL,6,0.010604914961701871
0001493152-25-021418,CLINICAL,7,-0.034758650475990846
0001493152-25-021418,CLINICAL,8,-0.014082279756639688
0001493152-25-021418,CLINICAL,9,-0.017635788907946127
0001493152-25-021418,CLINICAL,10,-0.0394552743574714
0001534424-19-000017,EARNINGS,-10,-0.016800092004072713
0001534424-19-000017,EARNINGS,-9,-0.0170095533599854
0001534424-19-000017,EARNINGS,-8,-0.02342695654900385
0001534424-19-000017,EARNINGS,-7,-0.05027622325959155
0001534424-19-000017,EARNINGS,-6,0.051097100181059354
0001534424-19-000017,EARNINGS,-5,0.07993889741175428
0001534424-19-000017,EARNINGS,-4,0.05014680347073667
0001534424-19-000017,EARNINGS,-3,-0.07173123386653546
0001534424-19-000017,EARNINGS,-2,0.051138449191318006
0001534424-19-000017,EARNINGS,-1,0.03341688004246169
0001534424-19-000017,EARNINGS,0,0.2904811716589626
0001534424-19-000017,EARNINGS,1,0.09028669300345055
0001534424-19-000017,EARNINGS,2,0.02003313858138469
0001534424-19-000017,EARNINGS,3,-0.02065266413857761
0001534424-19-000017,EARNINGS,4,0.095723712336211
0001534424-19-000017,EARNINGS,5,0.06489877338851362
0001534424-19-000017,EARNINGS,6,-0.07754795878589635
0001534424-19-000017,EARNINGS,7,0.02608859861270419
0001534424-19-000017,EARNINGS,8,0.01888860742201383
0001534424-19-000017,EARNINGS,9,-0.04873552736131633
0001534424-19-000017,EARNINGS,10,-0.0012608888943084933
0001534424-19-000118,EARNINGS,-10,-0.001835183435388986
0001534424-19-000118,EARNINGS,-9,0.027133422247343168
0001534424-19-000118,EARNINGS,-8,-0.049400582090671746
0001534424-19-000118,EARNINGS,-7,0.0015938352028513967
0001534424-19-000118,EARNINGS,-6,-0.005549927850392831
0001534424-19-000118,EARNINGS,-5,-0.0356417751311562
0001534424-19-000118,EARNINGS,-4,-0.05581417992926925
0001534424-19-000118,EARNINGS,-3,0.0733047850963779
0001534424-19-000118,EARNINGS,-2,0.01204398268085594
0001534424-19-000118,EARNINGS,-1,-0.00177064174482641
0001534424-19-000118,EARNINGS,0,0.07574975853413779
0001534424-19-000118,EARNINGS,1,0.01581236677941263
0001534424-19-000118,EARNINGS,2,0.006998733199214889
0001534424-19-000118,EARNINGS,3,0.00029059983353781765
0001534424-19-000118,EARNINGS,4,-0.006840878373002912
0001534424-19-000118,EARNINGS,5,-0.0009242014515258135
0001534424-19-000118,EARNINGS,6,-0.00019487333908022584
0001534424-19-000118,EARNINGS,7,0.10589602058256906
0001534424-19-000118,EARNINGS,8,-0.016508279122039775
0001534424-19-000118,EARNINGS,9,-0.014528141495628626
0001534424-19-000118,EARNINGS,10,-0.004153217136674251
0001534424-19-000311,EARNINGS,-10,-0.06777983042335
0001534424-19-000311,EARNINGS,-9,0.011156547037751634
0001534424-19-000311,EARNINGS,-8,-0.013212863037145077
0001534424-19-000311,EARNINGS,-7,-0.0030732494591145763
0001534424-19-000311,EARNINGS,-6,-0.04120359512411219
0001534424-19-000311,EARNINGS,-5,-0.009776827006402367
0001534424-19-000311,EARNINGS,-4,0.01612915500612659
0001534424-19-000311,EARNINGS,-3,-0.006668032684628934
0001534424-19-000311,EARNINGS,-2,-0.0024557497728635255
0001534424-19-000311,EARNINGS,-1,0.05310755838117041
0001534424-19-000311,EARNINGS,0,-0.03143470416667868
0001534424-19-000311,EARNINGS,1,-0.005695879237202927
0001534424-19-000311,EARNINGS,2,-0.018779721751115665
0001534424-19-000311,EARNINGS,3,-0.08328710061425404
0001534424-19-000311,EARNINGS,4,0.04255883529474801
0001534424-19-000311,EARNINGS,5,-0.029510065692679187
0001534424-19-000311,EARNINGS,6,-0.03239469422852915
0001534424-19-000311,EARNINGS,7,0.02689814718350148
0001534424-19-000311,EARNINGS,8,-0.014443730377551893
0001534424-19-000311,EARNINGS,9,-0.009170955403957516
0001534424-19-000311,EARNINGS,10,0.01844180254879072
0001171520-19-000341,OTHER,-10,0.053619830953154285
0001171520-19-000341,OTHER,-9,-0.03080202424115747
0001171520-19-000341,OTHER,-8,-0.00513959935581932
0001171520-19-000341,OTHER,-7,-0.018613356669702413
0001171520-19-000341,OTHER,-6,-0.08268236443708518
0001171520-19-000341,OTHER,-5,0.0432327833907959
0001171520-19-000341,OTHER,-4,-0.02860475069346096
0001171520-19-000341,OTHER,-3,-0.03163166572532831
0001171520-19-000341,OTHER,-2,0.027402625133390528
0001171520-19-000341,OTHER,-1,-0.014312021420103736
0001171520-19-000341,OTHER,0,-0.008669302382203505
0001171520-19-000341,OTHER,1,0.018795642607125865
0001171520-19-000341,OTHER,2,0.06333867407736068
0001171520-19-000341,OTHER,3,-0.02954236346696582
0001171520-19-000341,OTHER,4,-0.0018592836506759942
0001171520-19-000341,OTHER,5,-0.030614330978616232
0001171520-19-000341,OTHER,6,0.020823374991887432
0001171520-19-000341,OTHER,7,0.012592130669601038
0001171520-19-000341,OTHER,8,0.019598821746504753
0001171520-19-000341,OTHER,9,-0.014745770787576102
0001171520-19-000341,OTHER,10,0.02321286667993764
0001171520-19-000351,NO_TEXT,-10,-0.016340376387282633
0001171520-19-000351,NO_TEXT,-9,-0.009341667125965982
0001171520-19-000351,NO_TEXT,-8,0.017581485325980008
0001171520-19-000351,NO_TEXT,-7,0.06414342706896449
0001171520-19-000351,NO_TEXT,-6,-0.027554341279697955
0001171520-19-000351,NO_TEXT,-5,-0.00031337767984083477
0001171520-19-000351,NO_TEXT,-4,-0.03225193780012904
0001171520-19-000351,NO_TEXT,-3,0.020266554471592736
0001171520-19-000351,NO_TEXT,-2,0.010221771732581993
0001171520-19-000351,NO_TEXT,-1,0.02026391042182622
0001171520-19-000351,NO_TEXT,0,-0.014582228713222787
0001171520-19-000351,NO_TEXT,1,0.022398928205390328
0001171520-19-000351,NO_TEXT,2,-0.03162947664951038
0001171520-19-000351,NO_TEXT,3,0.00038474110689799227
0001171520-19-000351,NO_TEXT,4,-0.0198445243709244
0001171520-19-000351,NO_TEXT,5,0.0770487939134768
0001171520-19-000351,NO_TEXT,6,0.018895294513000337
0001171520-19-000351,NO_TEXT,7,0.013234301997845942
0001171520-19-000351,NO_TEXT,8,0.012387143135826357
0001171520-19-000351,NO_TEXT,9,0.03684971450486609
0001171520-19-000351,NO_TEXT,10,0.004371910413474345
0001171520-20-000041,OTHER,-10,-0.01850855715756289
0001171520-20-000041,OTHER,-9,-0.05822364083619122
0001171520-20-000041,OTHER,-8,-0.01843746116899448
0001171520-20-000041,OTHER,-7,-0.07106449093045546
0001171520-20-000041,OTHER,-6,-0.017340845497733043
0001171520-20-000041,OTHER,-5,-0.0048981618861371435
0001171520-20-000041,OTHER,-4,0.0011002083037715419
0001171520-20-000041,OTHER,-3,0.01059875359653343
0001171520-20-000041,OTHER,-2,-0.0045301050134624425
0001171520-20-000041,OTHER,-1,0.03712301422896652
0001171520-20-000041,OTHER,0,-0.0398795209113118
0001171520-20-000041,OTHER,1,0.012280493510629951
0001171520-20-000041,OTHER,2,-0.02139546333182264
0001171520-20-000041,OTHER,3,0.02293048758538029
0001171520-20-000041,OTHER,4,-0.024346590070640006
0001171520-20-000041,OTHER,5,-0.004723461702845994
0001171520-20-000041,OTHER,6,0.015478790179824776
0001171520-20-000041,OTHER,7,-0.03803828679249573
0001171520-20-000041,OTHER,8,-0.007310006342166912
0001171520-20-000041,OTHER,9,0.08428431118178616
0001171520-20-000041,OTHER,10,0.08612182288204458
0001171520-20-000061,OTHER,-10,0.03682576908803896
0001171520-20-000061,OTHER,-9,-0.040554862006084796
0001171520-20-000061,OTHER,-8,0.013592879653390696
0001171520-20-000061,OTHER,-7,-0.022459301958812676
0001171520-20-000061,OTHER,-6,0.0211410585811222
0001171520-20-000061,OTHER,-5,-0.02579301848271261
0001171520-20-000061,OTHER,-4,-0.00540990147143061
0001171520-20-000061,OTHER,-3,0.015599792376979688
0001171520-20-000061,OTHER,-2,-0.03910554094514886
0001171520-20-000061,OTHER,-1,-0.007844873866787736
0001171520-20-000061,OTHER,0,0.08331199175134042
0001171520-20-000061,OTHER,1,0.08584696306417262
0001171520-20-000061,OTHER,2,-0.04647656627536925
0001171520-20-000061,OTHER,3,0.003261101469446256
0001171520-20-000061,OTHER,4,-0.016899491184684277
0001171520-20-000061,OTHER,5,-0.05053621928552589
0001171520-20-000061,OTHER,6,0.01029020019572015
0001171520-20-000061,OTHER,7,0.014162117133965701
0001171520-20-000061,OTHER,8,0.00046239480903984
0001171520-20-000061,OTHER,9,-0.021748196381340037
0001171520-20-000061,OTHER,10,0.021829943292833942
0001171520-20-000063,EARNINGS,-10,-0.04037664723538767
0001171520-20-000063,EARNINGS,-9,0.014197733591050163
0001171520-20-000063,EARNINGS,-8,-0.022364473007045946
0001171520-20-000063,EARNINGS,-7,0.02108014922620978
0001171520-20-000063,EARNINGS,-6,-0.025780307330668974
0001171520-20-000063,EARNINGS,-5,-0.00523406888318788
0001171520-20-000063,EARNINGS,-4,0.015948931624772435
0001171520-20-000063,EARNINGS,-3,-0.03901144509045709
0001171520-20-000063,EARNINGS,-2,-0.00763650831593412
0001171520-20-000063,EARNINGS,-1,0.08342646407923916
0001171520-20-000063,EARNINGS,0,0.08611113580492456
0001171520-20-000063,EARNINGS,1,-0.046265598684044014
0001171520-20-000063,EARNINGS,2,0.003555379647871291
0001171520-20-000063,EARNINGS,3,-0.01675189517436723
0001171520-20-000063,EARNINGS,4,-0.05021142855005517
0001171520-20-000063,EARNINGS,5,0.010738393057061217
0001171520-20-000063,EARNINGS,6,0.01506612288955713
0001171520-20-000063,EARNINGS,7,0.001309331747546931
0001171520-20-000063,EARNINGS,8,-0.02143197776956331
0001171520-20-000063,EARNINGS,9,0.022968098040062175
0001171520-20-000063,EARNINGS,10,-0.037465109524383054
0001171520-20-000124,OTHER,-10,0.014106237277545081
0001171520-20-000124,OTHER,-9,-0.02214447696613926
0001171520-20-000124,OTHER,-8,0.021395260787260402
0001171520-20-000124,OTHER,-7,-0.025510158713942716
0001171520-20-000124,OTHER,-6,-0.005063544954706545
0001171520-20-000124,OTHER,-5,0.0160136103477998
0001171520-20-000124,OTHER,-4,-0.03879100131828192
0001171520-20-000124,OTHER,-3,-0.007485853549552593
0001171520-20-000124,OTHER,-2,0.08363446313637211
0001171520-20-000124,OTHER,-1,0.08622770692157253
0001171520-20-000124,OTHER,0,-0.04611653308630167
0001171520-20-000124,OTHER,1,0.0036535641875460206
0001171520-20-000124,OTHER,2,-0.016564126055195468
0001171520-20-000124,OTHER,3,-0.05013187923119545
0001171520-20-000124,OTHER,4,0.010742575835476866
0001171520-20-000124,OTHER,5,0.014791922773941094
0001171520-20-000124,OTHER,6,0.0010699858070964095
0001171520-20-000124,OTHER,7,-0.021347193117012876
0001171520-20-000124,OTHER,8,0.022550893909534145
0001171520-20-000124,OTHER,9,-0.03738670114228227
0001171520-20-000124,OTHER,10,-0.004053527158276712
0001171520-20-000182,OTHER,-10,0.025413307215991922
0001171520-20-000182,OTHER,-9,-0.005004710726620166
0001171520-20-000182,OTHER,-8,-0.003020360023399775
0001171520-20-000182,OTHER,-7,0.01104301158725324
0001171520-20-000182,OTHER,-6,0.09490493024250757
0001171520-20-000182,OTHER,-5,-0.14657357106693183
0001171520-20-000182,OTHER,-4,0.10103715234435373
0001171520-20-000182,OTHER,-3,0.012041958132951516
0001171520-20-000182,OTHER,-2,0.011687783773912797
0001171520-20-000182,OTHER,-1,-0.08686446203223383
0001171520-20-000182,OTHER,0,-0.026970721769605792
0001171520-20-000182,OTHER,1,0.07188426005389446
0001171520-20-000182,OTHER,2,-0.008891128429973104
0001171520-20-000182,OTHER,3,-0.0014803561950673255
0001171520-20-000182,OTHER,4,0.010761586154441196
0001171520-20-000182,OTHER,5,-0.0765368215521116
0001171520-20-000182,OTHER,6,0.05016318924406757
0001171520-20-000182,OTHER,7,-0.045392785821385145
0001171520-20-000182,OTHER,8,0.06377403810593682
0001171520-20-000182,OTHER,9,-0.019849284845001085
0001171520-20-000182,OTHER,10,-0.04059151374688224
0001171520-20-000230,NO_TEXT,-10,-0.00485104268909591
0001171520-20-000230,NO_TEXT,-9,-0.03004835965896495
0001171520-20-000230,NO_TEXT,-8,-0.0038200969680797126
0001171520-20-000230,NO_TEXT,-7,-0.018535759414836404
0001171520-20-000230,NO_TEXT,-6,-0.08142098160898983
0001171520-20-000230,NO_TEXT,-5,-0.0070688236608399384
0001171520-20-000230,NO_TEXT,-4,-0.03593120271927506
0001171520-20-000230,NO_TEXT,-3,-0.014881197963980103
0001171520-20-000230,NO_TEXT,-2,0.01995369964240501
0001171520-20-000230,NO_TEXT,-1,0.0017409051138943046
0001171520-20-000230,NO_TEXT,0,0.1919698675454678
0001171520-20-000230,NO_TEXT,1,0.07656355277351479
0001171520-20-000230,NO_TEXT,2,0.033404242466360444
0001171520-20-000230,NO_TEXT,3,-0.13398566343689616
0001171520-20-000230,NO_TEXT,4,0.11489251750405374
0001171520-20-000230,NO_TEXT,5,-0.03301429078963451
0001171520-20-000230,NO_TEXT,6,0.005775764663535324
0001171520-20-000230,NO_TEXT,7,-0.012218322403225963
0001171520-20-000230,NO_TEXT,8,-0.0014873393576069031
0001171520-20-000230,NO_TEXT,9,0.027774044624742367
0001171520-20-000230,NO_TEXT,10,-0.01378504569706454
0001420506-20-001011,OTHER,-10,0.02090178616597587
0001420506-20-001011,OTHER,-9,-0.018474974329514005
0001420506-20-001011,OTHER,-8,-0.07524850411116994
0001420506-20-001011,OTHER,-7,-0.029591439702172265
0001420506-20-001011,OTHER,-6,0.10718581192463623
0001420506-20-001011,OTHER,-5,0.026562605222344077
0001420506-20-001011,OTHER,-4,0.01596522161132636
0001420506-20-001011,OTHER,-3,0.044162856575472115
0001420506-20-001011,OTHER,-2,-0.00947609355451491
0001420506-20-001011,OTHER,-1,0.15501285504838977
0001420506-20-001011,OTHER,0,0.07637591897328863
0001420506-20-001011,OTHER,1,-0.020418310650331634
0001420506-20-001011,OTHER,2,0.015136876623663573
0001420506-20-001011,OTHER,3,0.06549376334516574
0001420506-20-001011,OTHER,4,0.0009749941312527837
0001420506-20-001011,OTHER,5,-0.019605084851948514
0001420506-20-001011,OTHER,6,-0.04925987909713059
0001420506-20-001011,OTHER,7,-0.044797232777004745
0001420506-20-001011,OTHER,8,0.04799824861805263
0001420506-20-001011,OTHER,9,0.06070967746256711
0001420506-20-001011,OTHER,10,-0.009947237275711004
0001171520-20-000486,OTHER,-10,-0.05680576303835989
0001171520-20-000486,OTHER,-9,0.11557308119109755
0001171520-20-000486,OTHER,-8,0.12300830272510685
0001171520-20-000486,OTHER,-7,0.07366451885638617
0001171520-20-000486,OTHER,-6,0.060512881579556956
0001171520-20-000486,OTHER,-5,0.033802847059202785
0001171520-20-000486,OTHER,-4,0.006141618229706507
0001171520-20-000486,OTHER,-3,-0.04947581189998029
0001171520-20-000486,OTHER,-2,0.06369302790349914
0001171520-20-000486,OTHER,-1,-0.036607239021445186
0001171520-20-000486,OTHER,0,0.07545509726818055
0001171520-20-000486,OTHER,1,0.01837000336125106
0001171520-20-000486,OTHER,2,-0.037624234165526946
0001171520-20-000486,OTHER,3,0.007005083437427421
0001171520-20-000486,OTHER,4,-0.01395277501766975
0001171520-20-000486,OTHER,5,0.02440034190205277
0001171520-20-000486,OTHER,6,-0.026104717490542655
0001171520-20-000486,OTHER,7,-0.023595080986448764
0001171520-20-000486,OTHER,8,0.009268824807712024
