accession,ticker,name,label,t0,alpha,beta,resid_sd,n_est,ar0,car_leak,car_leak_n,car_event,car_event_n,car_drift,car_drift_n,car_aux,car_aux_n
0000950170-23-004753,ACAD,ACADIA PHARMACEUTICALS INC,EARNINGS,2023-02-28,-0.00019602526444975317,1.048977075735382,0.040994431058211885,220,0.07056771158326722,0.03086754688760507,9,0.0859040151794344,2,-0.013772326676131867,9,0.10789757788514305,3
0001193125-23-068406,ACAD,ACADIA PHARMACEUTICALS INC,OTHER,2023-03-13,-4.888574135589715e-06,1.0228136115679456,0.040431135394100294,220,-0.04566537892730672,0.09619755036701948,9,-0.012593451209083374,2,-0.10465748636753185,9,-0.0046560788190959865,3
0000950170-23-018800,ACAD,ACADIA PHARMACEUTICALS INC,EARNINGS,2023-05-09,0.0012465129870417794,0.9282853562246457,0.03868471912921634,220,-0.002744058241678854,0.07487902496767952,9,0.0019381589849363193,2,0.15432701713708444,9,-0.016883535486390894,3
0000950170-23-037216,ACAD,ACADIA PHARMACEUTICALS INC,EARNINGS,2023-08-03,0.0020427373691630757,1.182760690641391,0.02390397285885453,220,-0.06714633074428136,-0.11858756562156449,9,-0.0642073150673035,2,0.07184712463372543,9,-0.040812788737811516,3
0000950170-23-058254,ACAD,ACADIA PHARMACEUTICALS INC,EARNINGS,2023-11-03,0.001612631884986121,1.104479021164046,0.027922377007660825,220,0.03528797385479444,-0.003381280607963149,9,0.02739539810516104,2,-0.09770452021091441,9,0.007670077830894691,3
0001193125-23-281574,ACAD,ACADIA PHARMACEUTICALS INC,OTHER,2023-11-22,0.0020407681453656853,0.9494326916740773,0.03075949305969272,220,-0.0261963251873839,-0.07730840621372073,9,-0.015178954153258198,2,-0.045604746864060644,9,-0.03565651791219123,3
0000950170-24-021169,ACAD,ACADIA PHARMACEUTICALS INC,EARNINGS,2024-02-28,0.0009749272567163903,1.2823758900113602,0.037537976130070795,220,-0.09829368539733908,-0.0525194705639181,9,-0.12535248648947706,2,-0.18280193413098839,9,-0.11094908890937356,3
0001193125-24-064791,ACAD,ACADIA PHARMACEUTICALS INC,CLINICAL,2024-03-12,0.0006245706047763328,1.330303780907634,0.03747210483467403,220,-0.18692018423477386,-0.11396970085943263,9,-0.2064807325069221,2,-0.11051789361162603,9,-0.17652478700063384,3
0000950170-24-055647,ACAD,ACADIA PHARMACEUTICALS INC,EARNINGS,2024-05-09,-0.0013394296660477229,1.0779611855154583,0.040019405224353835,220,-0.11695571985601093,0.027233786556171632,9,-0.11437477990355276,2,0.021841797141240946,9,-0.12009612021437535,3
0000950170-24-091826,ACAD,ACADIA PHARMACEUTICALS INC,EARNINGS,2024-08-07,-0.002736777211666943,1.0768526765726512,0.036359588708204646,220,-0.18529103213825995,0.10993256369722632,9,-0.17119220733158377,2,-0.019501971292977566,9,-0.154483309677094,3
0000950170-24-122322,ACAD,ACADIA PHARMACEUTICALS INC,EARNINGS,2024-11-07,-0.0026770685525479778,1.1202007461540318,0.036110898557057534,220,0.08331244431058482,0.07588117674304977,9,0.1078811407294614,2,-0.052165793344860434,9,0.13537065940097942,3
0000950170-25-027759,ACAD,ACADIA PHARMACEUTICALS INC,EARNINGS,2025-02-27,-0.0018551844829161066,0.8085317449614187,0.02969810881866183,220,0.03265572434020617,0.06170761945575752,9,0.03533694037623983,2,-0.07525457791299411,9,0.03625776006828596,3
0000950170-25-065672,ACAD,ACADIA PHARMACEUTICALS INC,EARNINGS,2025-05-08,-0.000197326994830029,1.0024666768506487,0.027428147975806044,220,0.13635888804101792,-0.045483522007851974,9,0.16795752281545173,2,0.2105554700533435,9,0.1825084436511356,3
0001193125-25-123175,ACAD,ACADIA PHARMACEUTICALS INC,OTHER,2025-05-21,0.0003623237267710305,0.9357618499804852,0.026534331120205902,220,0.022782750739719165,0.39177555048691914,9,0.008321044951346243,2,-0.027777221688279584,9,-0.00253763388079346,3
0001193125-25-138452,ACAD,ACADIA PHARMACEUTICALS INC,OTHER,2025-06-11,0.00011717388814274854,0.8651826119690945,0.02636268760509424,220,0.006854829714419237,-0.006894607442721669,9,-0.02181299206458128,2,0.006828433608604929,9,-0.03131974438000598,3
0000950170-25-104092,ACAD,ACADIA PHARMACEUTICALS INC,EARNINGS,2025-08-07,0.0006215824878935396,0.905682472469839,0.03263023554873922,220,0.025347150942469105,0.020638347685266022,9,0.025860301513111035,2,0.005664062703747789,9,0.025069593041853917,3
