cik,name,accession,filing_date,acceptance_et,after_hours,items
0001093557,DEXCOM INC,0001093557-25-000291,2025-12-22,2025-12-22T16:35:12-05:00,True,"5.02,9.01"
0001093557,DEXCOM INC,0001093557-25-000278,2025-10-30,2025-10-30T16:02:39-04:00,True,"2.02,9.01"
0001093557,DEXCOM INC,0001093557-25-000264,2025-10-27,2025-10-27T16:15:56-04:00,True,"5.02,7.01,9.01"
0001093557,DEXCOM INC,0001093557-25-000257,2025-09-16,2025-09-15T19:30:47-04:00,True,5.02
0001093557,DEXCOM INC,0001093557-25-000241,2025-07-30,2025-07-30T16:02:50-04:00,True,"2.02,5.02,9.01"
0001093557,DEXCOM INC,0001093557-25-000159,2025-05-13,2025-05-13T08:31:00-04:00,False,"5.02,9.01"
0001093557,DEXCOM INC,0001093557-25-000129,2025-05-09,2025-05-09T16:10:04-04:00,True,"5.02,5.07,9.01"
0001093557,DEXCOM INC,0001093557-25-000117,2025-05-02,2025-05-02T16:15:07-04:00,True,5.02
0001093557,DEXCOM INC,0001093557-25-000111,2025-05-01,2025-05-01T16:03:07-04:00,True,"2.02,8.01,9.01"
0001093557,DEXCOM INC,0001093557-25-000088,2025-03-25,2025-03-25T16:30:17-04:00,True,"4.01,9.01"
0001093557,DEXCOM INC,0001093557-25-000050,2025-03-10,2025-03-10T08:31:23-04:00,False,"5.02,7.01"
0001093557,DEXCOM INC,0001093557-25-000047,2025-03-07,2025-03-07T16:30:19-05:00,True,"7.01,8.01"
0001093557,DEXCOM INC,0001093557-25-000029,2025-02-13,2025-02-13T16:03:33-05:00,True,"2.02,9.01"
0001093557,DEXCOM INC,0001093557-25-000004,2025-01-13,2025-01-13T07:31:58-05:00,False,"2.02,9.01"
0001093557,DEXCOM INC,0001093557-24-000197,2024-12-23,2024-12-23T16:05:42-05:00,True,1.01
0001093557,DEXCOM INC,0001093557-24-000179,2024-10-24,2024-10-24T16:04:46-04:00,True,"2.02,9.01"
0001093557,DEXCOM INC,0001093557-24-000143,2024-07-25,2024-07-25T16:05:15-04:00,True,"2.02,8.01,9.01"
0001093557,DEXCOM INC,0001093557-24-000101,2024-05-24,2024-05-24T16:12:45-04:00,True,5.07
0001093557,DEXCOM INC,0001093557-24-000078,2024-04-25,2024-04-25T16:05:23-04:00,True,"2.02,9.01"
0001093557,DEXCOM INC,0001093557-24-000024,2024-02-15,2024-02-15T16:15:27-05:00,True,"1.01,1.02,3.02,9.01"
0001093557,DEXCOM INC,0001093557-24-000020,2024-02-08,2024-02-08T16:03:15-05:00,True,"2.02,9.01"
0001093557,DEXCOM INC,0001093557-24-000003,2024-01-08,2024-01-08T08:02:59-05:00,False,"2.02,9.01"
0001093557,DEXCOM INC,0001093557-23-000222,2023-11-02,2023-11-02T16:19:16-04:00,True,8.01
0001093557,DEXCOM INC,0001093557-23-000219,2023-10-26,2023-10-26T16:04:50-04:00,True,"2.02,9.01"
0001093557,DEXCOM INC,0001093557-23-000218,2023-10-26,2023-10-26T16:04:04-04:00,True,8.01
0001093557,DEXCOM INC,0001093557-23-000191,2023-08-28,2023-08-28T08:41:53-04:00,False,"5.02,8.01,9.01"
0001093557,DEXCOM INC,0001093557-23-000173,2023-07-27,2023-07-27T16:05:14-04:00,True,"2.02,9.01"
0001093557,DEXCOM INC,0001093557-23-000157,2023-06-26,2023-06-23T18:04:12-04:00,True,"7.01,9.01"
0001093557,DEXCOM INC,0001193125-23-149463,2023-05-19,2023-05-19T17:01:31-04:00,True,"5.02,5.07,9.01"
0001093557,DEXCOM INC,0001193125-23-137248,2023-05-05,2023-05-05T17:16:52-04:00,True,"1.01,2.03,3.02,8.01,9.01"
0001093557,DEXCOM INC,0001193125-23-133137,2023-05-03,2023-05-03T07:19:12-04:00,False,"8.01,9.01"
0001093557,DEXCOM INC,0001193125-23-131265,2023-05-02,2023-05-02T07:16:00-04:00,False,"8.01,9.01"
0001093557,DEXCOM INC,0001093557-23-000117,2023-04-27,2023-04-27T16:05:17-04:00,True,"2.02,9.01"
0001093557,DEXCOM INC,0001093557-23-000022,2023-02-09,2023-02-09T16:05:43-05:00,True,"2.02,9.01"
0001093557,DEXCOM INC,0001093557-23-000004,2023-01-09,2023-01-09T08:03:08-05:00,False,"2.02,9.01"
0001093557,DEXCOM INC,0001093557-22-000170,2022-10-27,2022-10-27T16:05:20-04:00,True,"2.02,9.01"
0001093557,DEXCOM INC,0001193125-22-235278,2022-08-31,2022-08-31T17:01:03-04:00,True,5.02
0001093557,DEXCOM INC,0001093557-22-000151,2022-08-05,2022-08-05T16:52:04-04:00,True,8.01
0001093557,DEXCOM INC,0001093557-22-000145,2022-07-28,2022-07-28T16:23:27-04:00,True,8.01
0001093557,DEXCOM INC,0001093557-22-000142,2022-07-28,2022-07-28T16:07:15-04:00,True,"2.02,9.01"
0001093557,DEXCOM INC,0001193125-22-190521,2022-07-08,2022-07-08T16:30:57-04:00,True,5.02
0001093557,DEXCOM INC,0001193125-22-171920,2022-06-10,2022-06-10T16:01:57-04:00,True,"5.03,9.01"
0001093557,DEXCOM INC,0001193125-22-155671,2022-05-20,2022-05-20T09:01:57-04:00,False,5.07
0001093557,DEXCOM INC,0001093557-22-000096,2022-04-28,2022-04-28T16:08:52-04:00,True,"2.02,9.01"
0001093557,DEXCOM INC,0001093557-22-000010,2022-02-10,2022-02-10T16:08:01-05:00,True,"2.02,9.01"
0001093557,DEXCOM INC,0001193125-22-005104,2022-01-10,2022-01-10T08:00:59-05:00,False,"2.02,8.01,9.01"
0001093557,DEXCOM INC,0001093557-21-000293,2021-12-17,2021-12-17T16:41:15-05:00,True,5.02
0001093557,DEXCOM INC,0001193125-21-336940,2021-11-22,2021-11-22T17:03:02-05:00,True,"8.01,9.01"
0001093557,DEXCOM INC,0001093557-21-000246,2021-10-28,2021-10-28T16:06:13-04:00,True,"2.02,9.01"
0001093557,DEXCOM INC,0001193125-21-298744,2021-10-14,2021-10-14T16:01:56-04:00,True,"1.01,2.03"
0001093557,DEXCOM INC,0001093557-21-000227,2021-09-14,2021-09-14T16:29:48-04:00,True,5.02
0001093557,DEXCOM INC,0001193125-21-270913,2021-09-13,2021-09-13T08:00:57-04:00,False,5.02
0001093557,DEXCOM INC,0001093557-21-000190,2021-07-29,2021-07-29T16:05:13-04:00,True,"2.02,9.01"
0001093557,DEXCOM INC,0001193125-21-205018,2021-07-01,2021-06-30T18:58:00-04:00,True,8.01
0001093557,DEXCOM INC,0001193125-21-169442,2021-05-21,2021-05-21T17:17:36-04:00,True,"5.03,5.07,9.01"
0001093557,DEXCOM INC,0001093557-21-000125,2021-04-29,2021-04-29T16:03:41-04:00,True,"2.02,9.01"
0001093557,DEXCOM INC,0001093557-21-000089,2021-03-23,2021-03-23T08:31:34-04:00,False,"5.02,9.01"
0001093557,DEXCOM INC,0001093557-21-000084,2021-03-17,2021-03-17T14:22:09-04:00,False,"5.02,9.01"
0001093557,DEXCOM INC,0001093557-21-000022,2021-02-11,2021-02-11T16:04:34-05:00,True,"2.02,9.01"
0001093557,DEXCOM INC,0001193125-21-005793,2021-01-11,2021-01-11T07:39:00-05:00,False,"2.02,9.01"
0001093557,DEXCOM INC,0001193125-20-314878,2020-12-10,2020-12-10T16:15:00-05:00,True,5.02
0001093557,DEXCOM INC,0001093557-20-000292,2020-10-27,2020-10-27T16:08:22-04:00,True,"2.02,9.01"
0001093557,DEXCOM INC,0001193125-20-277129,2020-10-26,2020-10-26T17:24:01-04:00,True,"2.02,5.02,9.01"
0001093557,DEXCOM INC,0001093557-20-000278,2020-10-13,2020-10-13T10:50:00-04:00,False,"5.02,8.01,9.01"
0001093557,DEXCOM INC,0001193125-20-242202,2020-09-09,2020-09-09T16:18:35-04:00,True,"5.03,9.01"
0001093557,DEXCOM INC,0001193125-20-217131,2020-08-12,2020-08-12T09:13:55-04:00,False,"5.02,8.01,9.01"
0001093557,DEXCOM INC,0001093557-20-000215,2020-07-28,2020-07-28T16:08:05-04:00,True,2.02
0001093557,DEXCOM INC,0001193125-20-182596,2020-06-29,2020-06-29T18:28:19-04:00,True,"8.01,9.01"
0001093557,DEXCOM INC,0001193125-20-150279,2020-05-22,2020-05-22T17:08:39-04:00,True,5.07
0001093557,DEXCOM INC,0001193125-20-143408,2020-05-15,2020-05-15T08:07:11-04:00,False,"1.01,2.03,3.02,8.01,9.01"
0001093557,DEXCOM INC,0001193125-20-139830,2020-05-12,2020-05-12T07:50:10-04:00,False,"8.01,9.01"
0001093557,DEXCOM INC,0001193125-20-138228,2020-05-11,2020-05-11T07:13:39-04:00,False,"8.01,9.01"
0001093557,DEXCOM INC,0001093557-20-000140,2020-04-28,2020-04-28T16:07:32-04:00,True,"2.02,9.01"
0001093557,DEXCOM INC,0001093557-20-000054,2020-03-10,2020-03-10T17:16:24-04:00,True,5.02
0001093557,DEXCOM INC,0001093557-20-000028,2020-02-13,2020-02-13T16:08:44-05:00,True,"2.02,9.01"
0001093557,DEXCOM INC,0001193125-20-005913,2020-01-13,2020-01-13T07:33:09-05:00,False,"2.02,9.01"
0001093557,DEXCOM INC,0001093557-19-000235,2019-11-06,2019-11-06T16:06:58-05:00,True,"2.02,9.01"
0001093557,DEXCOM INC,0001093557-19-000209,2019-09-18,2019-09-17T18:29:13-04:00,True,"5.02,8.01"
0001093557,DEXCOM INC,0001093557-19-000179,2019-07-31,2019-07-31T16:08:15-04:00,True,"2.02,9.01"
0001093557,DEXCOM INC,0001093557-19-000137,2019-06-04,2019-06-04T16:52:12-04:00,True,"5.02,5.07,9.01"
0001093557,DEXCOM INC,0001093557-19-000118,2019-05-01,2019-05-01T16:13:32-04:00,True,2.02
0001093557,DEXCOM INC,0001093557-19-000106,2019-04-24,2019-04-24T15:48:59-04:00,False,5.02
0001093557,DEXCOM INC,0001093557-19-000039,2019-02-21,2019-02-21T16:16:24-05:00,True,"2.02,2.05"
0001093557,DEXCOM INC,0001193125-19-003192,2019-01-07,2019-01-07T08:01:08-05:00,False,"2.02,9.01"
0000943819,RESMED INC,0001193125-25-289878,2025-11-20,2025-11-20T16:30:26-05:00,True,"5.02,5.07,9.01"
0000943819,RESMED INC,0001193125-25-258519,2025-10-30,2025-10-30T16:06:11-04:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-25-182695,2025-08-18,2025-08-18T16:20:28-04:00,True,"5.02,9.01"
0000943819,RESMED INC,0001193125-25-170718,2025-08-01,2025-07-31T18:30:21-04:00,True,5.02
0000943819,RESMED INC,0001193125-25-170512,2025-07-31,2025-07-31T16:05:17-04:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-25-091357,2025-04-23,2025-04-23T16:05:31-04:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-25-017218,2025-01-30,2025-01-30T16:05:28-05:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-24-263501,2024-11-21,2024-11-21T17:20:32-05:00,True,5.07
0000943819,RESMED INC,0001193125-24-242806,2024-10-24,2024-10-24T16:05:51-04:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-24-202204,2024-08-16,2024-08-16T17:21:58-04:00,True,"5.02,9.01"
0000943819,RESMED INC,0001193125-24-191487,2024-08-01,2024-08-01T16:05:55-04:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-24-113883,2024-04-25,2024-04-25T16:07:05-04:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-24-014223,2024-01-24,2024-01-24T16:06:01-05:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-23-280656,2023-11-20,2023-11-20T16:10:31-05:00,True,"5.03,5.07,9.01"
0000943819,RESMED INC,0001193125-23-274543,2023-11-09,2023-11-09T16:30:40-05:00,True,"5.02,9.01"
0000943819,RESMED INC,0001193125-23-264072,2023-10-26,2023-10-26T16:05:53-04:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-23-202850,2023-08-03,2023-08-03T16:06:09-04:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-23-122110,2023-04-27,2023-04-27T16:06:05-04:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-23-085659,2023-03-30,2023-03-30T16:36:54-04:00,True,"5.02,9.01"
0000943819,RESMED INC,0001193125-23-016231,2023-01-26,2023-01-26T16:05:45-05:00,True,"2.02,5.02,8.01,9.01"
0000943819,RESMED INC,0001193125-22-287662,2022-11-17,2022-11-17T16:08:58-05:00,True,5.07
0000943819,RESMED INC,0001193125-22-270961,2022-10-27,2022-10-27T16:05:39-04:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-22-218522,2022-08-11,2022-08-11T16:07:02-04:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-22-187014,2022-07-01,2022-07-01T13:03:32-04:00,False,"5.02,9.01"
0000943819,RESMED INC,0001193125-22-186327,2022-06-30,2022-06-30T17:28:06-04:00,True,"1.01,2.03,9.01"
0000943819,RESMED INC,0001193125-22-173521,2022-06-14,2022-06-14T09:07:06-04:00,False,"1.01,7.01,9.01"
0000943819,RESMED INC,0001193125-22-147554,2022-05-11,2022-05-11T16:28:59-04:00,True,"5.02,9.01"
0000943819,RESMED INC,0001193125-22-127535,2022-04-28,2022-04-28T16:07:35-04:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-22-019765,2022-01-27,2022-01-27T16:06:08-05:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-21-334941,2021-11-19,2021-11-19T14:31:04-05:00,False,5.07
0000943819,RESMED INC,0001193125-21-311286,2021-10-28,2021-10-28T16:07:09-04:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-21-271405,2021-09-13,2021-09-13T16:01:55-04:00,True,"5.03,9.01"
0000943819,RESMED INC,0001193125-21-259336,2021-08-27,2021-08-27T16:06:03-04:00,True,5.02
0000943819,RESMED INC,0001193125-21-237704,2021-08-05,2021-08-05T16:08:39-04:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-21-140371,2021-04-29,2021-04-29T16:06:05-04:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-21-020758,2021-01-28,2021-01-28T16:05:55-05:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-20-299382,2020-11-20,2020-11-20T16:05:04-05:00,True,5.07
0000943819,RESMED INC,0001193125-20-281037,2020-10-29,2020-10-29T16:05:43-04:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-20-210635,2020-08-05,2020-08-05T16:05:57-04:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-20-128755,2020-04-30,2020-04-30T16:05:44-04:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-20-050062,2020-02-26,2020-02-26T16:05:49-05:00,True,"5.03,9.01"
0000943819,RESMED INC,0001193125-20-019606,2020-01-30,2020-01-30T16:05:40-05:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-19-298542,2019-11-22,2019-11-22T16:15:02-05:00,True,5.07
0000943819,RESMED INC,0001193125-19-273579,2019-10-24,2019-10-24T16:05:55-04:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-19-202515,2019-07-25,2019-07-25T16:05:56-04:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-19-194005,2019-07-15,2019-07-15T16:11:04-04:00,True,"1.01,2.03,9.01"
0000943819,RESMED INC,0001193125-19-149406,2019-05-16,2019-05-16T16:10:56-04:00,True,5.02
0000943819,RESMED INC,0001193125-19-134997,2019-05-02,2019-05-02T16:06:03-04:00,True,"2.02,8.01,9.01"
0000943819,RESMED INC,0001193125-19-015912,2019-01-24,2019-01-24T16:05:40-05:00,True,"2.02,8.01,9.01"
0001110803,"ILLUMINA, INC.",0001193125-25-297576,2025-11-25,2025-11-25T17:06:36-05:00,True,"8.01,9.01"
0001110803,"ILLUMINA, INC.",0001193125-25-277870,2025-11-12,2025-11-12T16:59:57-05:00,True,"8.01,9.01"
0001110803,"ILLUMINA, INC.",0001110803-25-000071,2025-10-30,2025-10-30T16:10:29-04:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-25-000057,2025-07-31,2025-07-31T16:11:41-04:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001193125-25-144290,2025-06-23,2025-06-23T09:24:49-04:00,False,"1.01,8.01,9.01"
0001110803,"ILLUMINA, INC.",0001110803-25-000051,2025-05-23,2025-05-22T17:54:36-04:00,True,"5.02,5.07,9.01"
0001110803,"ILLUMINA, INC.",0001110803-25-000044,2025-05-08,2025-05-08T16:24:10-04:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-25-000032,2025-03-25,2025-03-25T16:15:56-04:00,True,"5.02,7.01,9.01"
0001110803,"ILLUMINA, INC.",0001110803-25-000029,2025-03-24,2025-03-24T17:02:14-04:00,True,5.02
0001110803,"ILLUMINA, INC.",0001110803-25-000025,2025-03-10,2025-03-10T16:47:17-04:00,True,"7.01,9.01"
0001110803,"ILLUMINA, INC.",0001110803-25-000014,2025-02-06,2025-02-06T16:11:19-05:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-25-000009,2025-01-14,2025-01-14T09:03:13-05:00,False,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-24-000049,2024-11-04,2024-11-04T16:08:10-05:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0000950157-24-001364,2024-10-03,2024-10-03T17:09:39-04:00,True,"5.02,9.01"
0001110803,"ILLUMINA, INC.",0001193125-24-215883,2024-09-09,2024-09-09T16:02:31-04:00,True,"1.02,8.01,9.01"
0001110803,"ILLUMINA, INC.",0001193125-24-214335,2024-09-05,2024-09-05T17:27:02-04:00,True,8.01
0001110803,"ILLUMINA, INC.",0001110803-24-000042,2024-08-06,2024-08-06T16:20:31-04:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001193125-24-167025,2024-06-24,2024-06-24T17:00:58-04:00,True,"1.01,2.01,8.01,9.01"
0001110803,"ILLUMINA, INC.",0001193125-24-162068,2024-06-17,2024-06-17T08:29:30-04:00,False,"1.01,2.03,9.01"
0001110803,"ILLUMINA, INC.",0001193125-24-153239,2024-06-03,2024-06-03T17:25:32-04:00,True,"2.05,8.01"
0001110803,"ILLUMINA, INC.",0001110803-24-000030,2024-05-20,2024-05-20T16:09:18-04:00,True,5.07
0001110803,"ILLUMINA, INC.",0001110803-24-000019,2024-05-02,2024-05-02T16:16:39-04:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-24-000013,2024-04-12,2024-04-12T09:01:14-04:00,False,7.01
0001110803,"ILLUMINA, INC.",0000950157-24-000591,2024-04-09,2024-04-09T16:15:49-04:00,True,"5.02,7.01,9.01"
0001110803,"ILLUMINA, INC.",0001110803-24-000007,2024-02-08,2024-02-08T16:13:11-05:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-24-000002,2024-01-09,2024-01-09T09:02:44-05:00,False,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0000950157-24-000024,2024-01-04,2024-01-04T17:11:45-05:00,True,5.02
0001110803,"ILLUMINA, INC.",0001110803-23-000085,2023-11-09,2023-11-09T16:07:18-05:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-23-000067,2023-09-08,2023-09-08T09:04:21-04:00,False,5.02
0001110803,"ILLUMINA, INC.",0000950157-23-000929,2023-09-05,2023-09-05T07:41:57-04:00,False,"5.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-23-000061,2023-08-09,2023-08-09T16:21:46-04:00,True,"5.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-23-000060,2023-08-09,2023-08-09T16:07:56-04:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-23-000048,2023-06-26,2023-06-26T16:32:53-04:00,True,2.05
0001110803,"ILLUMINA, INC.",0000950157-23-000666,2023-06-13,2023-06-13T16:59:10-04:00,True,"5.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-23-000046,2023-06-07,2023-06-07T16:26:54-04:00,True,"5.02,9.01"
0001110803,"ILLUMINA, INC.",0000950157-23-000590,2023-05-30,2023-05-30T17:16:54-04:00,True,"5.02,5.07"
0001110803,"ILLUMINA, INC.",0000950157-23-000577,2023-05-25,2023-05-25T16:58:28-04:00,True,"8.01,9.01"
0001110803,"ILLUMINA, INC.",0001110803-23-000028,2023-04-25,2023-04-25T16:32:32-04:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-23-000017,2023-02-07,2023-02-07T16:07:18-05:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-23-000013,2023-02-07,2023-02-07T07:57:39-05:00,False,"5.02,5.03,9.01"
0001110803,"ILLUMINA, INC.",0001110803-23-000006,2023-02-01,2023-02-01T17:20:22-05:00,True,"5.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-23-000003,2023-01-11,2023-01-10T19:06:13-05:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001193125-23-001536,2023-01-04,2023-01-04T16:36:09-05:00,True,"1.01,1.02,2.03,9.01"
0001110803,"ILLUMINA, INC.",0001193125-22-303832,2022-12-13,2022-12-13T16:31:01-05:00,True,"8.01,9.01"
0001110803,"ILLUMINA, INC.",0001193125-22-296685,2022-12-01,2022-12-01T17:22:57-05:00,True,8.01
0001110803,"ILLUMINA, INC.",0001193125-22-284674,2022-11-14,2022-11-14T16:32:29-05:00,True,7.01
0001110803,"ILLUMINA, INC.",0001110803-22-000045,2022-11-03,2022-11-03T16:08:11-04:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001193125-22-258375,2022-10-06,2022-10-05T19:45:33-04:00,True,7.01
0001110803,"ILLUMINA, INC.",0001193125-22-255525,2022-09-30,2022-09-30T16:16:32-04:00,True,5.02
0001110803,"ILLUMINA, INC.",0001193125-22-246438,2022-09-16,2022-09-16T16:45:35-04:00,True,5.02
0001110803,"ILLUMINA, INC.",0000950157-22-000997,2022-09-06,2022-09-06T17:13:40-04:00,True,"8.01,9.01"
0001110803,"ILLUMINA, INC.",0001110803-22-000040,2022-08-11,2022-08-11T16:07:56-04:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-22-000035,2022-07-14,2022-07-14T16:02:53-04:00,True,"8.01,9.01"
0001110803,"ILLUMINA, INC.",0001193125-22-171059,2022-06-09,2022-06-09T16:18:02-04:00,True,5.02
0001110803,"ILLUMINA, INC.",0001110803-22-000033,2022-05-27,2022-05-27T16:36:13-04:00,True,5.07
0001110803,"ILLUMINA, INC.",0001110803-22-000026,2022-05-06,2022-05-06T17:12:11-04:00,True,"8.01,9.01"
0001110803,"ILLUMINA, INC.",0001110803-22-000020,2022-05-05,2022-05-05T16:06:51-04:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-22-000007,2022-02-10,2022-02-10T16:07:42-05:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-22-000003,2022-01-11,2022-01-11T17:23:44-05:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-21-000044,2021-11-04,2021-11-04T16:11:42-04:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0000950157-21-001099,2021-10-15,2021-10-14T21:08:51-04:00,True,"8.01,9.01"
0001110803,"ILLUMINA, INC.",0000950157-21-000850,2021-08-18,2021-08-18T17:05:26-04:00,True,"1.01,2.01,2.03,8.01,9.01"
0001110803,"ILLUMINA, INC.",0001110803-21-000040,2021-08-05,2021-08-05T16:11:10-04:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-21-000037,2021-05-28,2021-05-27T18:18:48-04:00,True,5.07
0001110803,"ILLUMINA, INC.",0001110803-21-000028,2021-04-27,2021-04-27T16:10:11-04:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-21-000024,2021-04-20,2021-04-19T19:37:55-04:00,True,5.02
0001110803,"ILLUMINA, INC.",0001110803-21-000022,2021-04-05,2021-04-05T16:32:59-04:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001193125-21-089600,2021-03-22,2021-03-22T16:31:09-04:00,True,"8.01,9.01"
0001110803,"ILLUMINA, INC.",0001193125-21-085884,2021-03-18,2021-03-18T16:40:02-04:00,True,"5.02,9.01"
0001110803,"ILLUMINA, INC.",0000950157-21-000344,2021-03-16,2021-03-16T16:21:27-04:00,True,8.01
0001110803,"ILLUMINA, INC.",0001193125-21-079640,2021-03-12,2021-03-12T16:07:59-05:00,True,"8.01,9.01"
0001110803,"ILLUMINA, INC.",0001193125-21-073186,2021-03-08,2021-03-08T16:08:05-05:00,True,"1.01,9.01"
0001110803,"ILLUMINA, INC.",0000950157-21-000303,2021-03-04,2021-03-04T17:28:02-05:00,True,8.01
0001110803,"ILLUMINA, INC.",0001110803-21-000012,2021-02-11,2021-02-11T16:11:11-05:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0000950157-21-000121,2021-02-05,2021-02-05T08:30:59-05:00,False,"1.01,9.01"
0001110803,"ILLUMINA, INC.",0001110803-21-000003,2021-01-12,2021-01-12T17:27:16-05:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-20-000066,2020-11-10,2020-11-09T18:50:24-05:00,True,8.01
0001110803,"ILLUMINA, INC.",0001110803-20-000058,2020-10-29,2020-10-29T16:15:28-04:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0000950157-20-001121,2020-09-21,2020-09-21T09:27:21-04:00,False,"1.01,8.01,9.01"
0001110803,"ILLUMINA, INC.",0001110803-20-000055,2020-08-21,2020-08-20T17:39:18-04:00,True,5.02
0001110803,"ILLUMINA, INC.",0001110803-20-000050,2020-08-06,2020-08-06T16:09:23-04:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-20-000043,2020-06-01,2020-06-01T16:04:55-04:00,True,5.07
0001110803,"ILLUMINA, INC.",0001110803-20-000036,2020-05-12,2020-05-11T18:16:00-04:00,True,5.02
0001110803,"ILLUMINA, INC.",0001110803-20-000030,2020-04-30,2020-04-30T16:10:24-04:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-20-000026,2020-04-14,2020-04-14T16:19:43-04:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-20-000014,2020-02-06,2020-02-06T16:07:41-05:00,True,5.02
0001110803,"ILLUMINA, INC.",0001110803-20-000011,2020-01-29,2020-01-29T16:08:11-05:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-20-000009,2020-01-16,2020-01-16T16:19:14-05:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-20-000005,2020-01-02,2020-01-02T16:07:45-05:00,True,"1.01,1.02,7.01,9.01"
0001110803,"ILLUMINA, INC.",0001110803-19-000060,2019-12-18,2019-12-18T16:19:00-05:00,True,8.01
0001110803,"ILLUMINA, INC.",0001110803-19-000058,2019-11-29,2019-11-29T16:15:59-05:00,True,5.02
0001110803,"ILLUMINA, INC.",0001110803-19-000054,2019-10-24,2019-10-24T16:11:52-04:00,True,"2.02,9.01"
0001110803,"ILLUMINA, INC.",0001110803-19-000050,2019-09-26,2019-09-26T16:06:22-04:00,True,"1.01,9.01"
0001110803,"ILLUMINA, INC.",0001110803-19-000048,2019-08-29,2019-08-28T19:01:44-04:00,True,5.02
0001110803,"ILLUMINA, INC.",0001110803-19-000037,2019-07-29,2019-07-29T16:09:12-04:00,True,"2.02,9.01"
